ID,Prob1
727, 0.66
728, 0.49
729, 0.40
730, 0.21
731, 0.31
732, 0.20
733, 0.16
734, 0.18
735, 0.29
736, 0.42
737, 0.14
738, 0.75
739, 0.37
740, 0.64
741, 0.78
742, 0.22
743, 0.21
744, 0.76
745, 0.61
746, 0.79
747, 0.39
748, 0.16
749, 0.15
750, 0.16
751, 0.36
752, 0.18
753, 0.09
754, 0.27
755, 0.69
756, 0.26
757, 0.38
758, 0.13
759, 0.42
760, 0.21
761, 0.26
762, 0.47
763, 0.23
764, 0.23
765, 0.22
766, 0.14
767, 0.07
768, 0.27
769, 0.67
770, 0.48
771, 0.05
772, 0.28
773, 0.14
774, 0.30
775, 0.14
776, 0.18
777, 0.05
778, 0.21
779, 0.19
780, 0.78
781, 0.13
782, 0.14
783, 0.24
784, 0.61
785, 0.34
786, 0.34
787, 0.41
788, 0.78
789, 0.14
790, 0.32
791, 0.51
792, 0.32
793, 0.61
794, 0.92
795, 0.31
796, 0.21
797, 0.83
798, 0.64
799, 0.30
800, 0.58
801, 0.21
802, 0.29
803, 0.27
804, 0.37
805, 0.81
806, 0.27
807, 0.30
808, 0.15
809, 0.56
810, 0.34
811, 0.81
812, 0.18
813, 0.26
814, 0.49
815, 0.12
816, 0.27
817, 0.69
818, 0.28
819, 0.37
820, 0.25
821, 0.28
822, 0.20
823, 0.24
824, 0.18
825, 0.24
826, 0.79
827, 0.22
828, 0.34
829, 0.54
830, 0.27
831, 0.32
832, 0.42
833, 0.57
834, 0.50
835, 0.60
836, 0.54
837, 0.21
838, 0.45
839, 0.14
840, 0.33
841, 0.22
842, 0.19
843, 0.37
844, 0.65
845, 0.32
846, 0.40
847, 0.66
848, 0.24
849, 0.80
850, 0.23
851, 0.41
852, 0.37
853, 0.55
854, 0.18
855, 0.27
856, 0.31
857, 0.55
858, 0.21
859, 0.30
860, 0.06
861, 0.09
862, 0.33
863, 0.18
864, 0.33
865, 0.40
866, 0.11
867, 0.32
868, 0.24
869, 0.29
870, 0.60
871, 0.28
872, 0.18
873, 0.45
874, 0.32
875, 0.45
876, 0.35
877, 0.25
878, 0.24
879, 0.21
880, 0.13
881, 0.19
882, 0.26
883, 0.31
884, 0.33
885, 0.21
886, 0.23
887, 0.40
888, 0.43
889, 0.44
890, 0.30
891, 0.25
892, 0.39
893, 0.33
894, 0.31
895, 0.25
896, 0.26
897, 0.18
898, 0.33
899, 0.14
900, 0.68
901, 0.79
902, 0.41
903, 0.15
904, 0.66
905, 0.93
906, 0.31
907, 0.59
908, 0.81
909, 0.40
910, 0.33
911, 0.21
912, 0.14
913, 0.27
914, 0.10
915, 0.32
916, 0.29
917, 0.33
918, 0.21
919, 0.35
920, 0.55
921, 0.41
922, 0.16
923, 0.57
924, 0.67
925, 0.15
926, 0.17
927, 0.30
928, 0.46
929, 0.31
930, 0.24
931, 0.16
932, 0.08
933, 0.37
934, 0.11
935, 0.31
936, 0.20
937, 0.55
938, 0.33
939, 0.67
940, 0.23
941, 0.40
942, 0.86
943, 0.29
944, 0.37
945, 0.18
946, 0.53
947, 0.23
948, 0.17
949, 0.41
950, 0.46
951, 0.75
952, 0.32
953, 0.82
954, 0.31
955, 0.34
956, 0.21
957, 0.06
958, 0.43
959, 0.31
960, 0.37
961, 0.65
962, 0.15
963, 0.30
964, 0.24
965, 0.16
966, 0.64
967, 0.33
968, 0.14
969, 0.29
970, 0.55
971, 0.45
972, 0.37
973, 0.40
974, 0.49
975, 0.47
976, 0.21
977, 0.33
978, 0.37
979, 0.09
980, 0.53
981, 0.29
982, 0.33
983, 0.25
984, 0.14
985, 0.12
986, 0.21
987, 0.32
988, 0.12
989, 0.35
990, 0.19
991, 0.32
992, 0.22
993, 0.30
994, 0.10
995, 0.31
996, 0.47
997, 0.24
998, 0.47
999, 0.08
1000, 0.20
1001, 0.70
1002, 0.51
1003, 0.32
1004, 0.69
1005, 0.25
1006, 0.20
1007, 0.75
1008, 0.17
1009, 0.69
1010, 0.13
1011, 0.64
1012, 0.20
1013, 0.77
1014, 0.48
1015, 0.24
1016, 0.72
1017, 0.51
1018, 0.45
1019, 0.21
1020, 0.40
1021, 0.31
1022, 0.50
1023, 0.93
1024, 0.27
1025, 0.44
1026, 0.33
1027, 0.77
1028, 0.62
1029, 0.35
1030, 0.45
1031, 0.51
1032, 0.52
1033, 0.34
1034, 0.33
1035, 0.58
1036, 0.22
1037, 0.22
1038, 0.42
1039, 0.20
1040, 0.31
1041, 0.42
1042, 0.35
1043, 0.42
1044, 0.47
1045, 0.16
1046, 0.39
1047, 0.12
1048, 0.58
1049, 0.60
1050, 0.10
1051, 0.26
1052, 0.28
1053, 0.18
1054, 0.28
1055, 0.20
1056, 0.17
1057, 0.17
1058, 0.29
1059, 0.30
1060, 0.31
1061, 0.19
1062, 0.28
1063, 0.50
1064, 0.07
1065, 0.32
1066, 0.27
1067, 0.54
1068, 0.48
1069, 0.16
1070, 0.85
1071, 0.40
1072, 0.40
1073, 0.47
1074, 0.32
1075, 0.17
1076, 0.28
1077, 0.33
1078, 0.23
1079, 0.28
1080, 0.18
1081, 0.30
1082, 0.30
1083, 0.57
1084, 0.26
1085, 0.28
1086, 0.11
1087, 0.32
1088, 0.54
1089, 0.33
1090, 0.20
1091, 0.09
1092, 0.19
1093, 0.30
1094, 0.10
1095, 0.26
1096, 0.34
1097, 0.37
1098, 0.21
1099, 0.28
1100, 0.24
1101, 0.33
1102, 0.20
1103, 0.58
1104, 0.37
1105, 0.30
1106, 0.43
1107, 0.19
1108, 0.38
1109, 0.39
1110, 0.56
1111, 0.23
1112, 0.78
1113, 0.20
1114, 0.13
1115, 0.34
1116, 0.68
1117, 0.13
1118, 0.08
1119, 0.42
1120, 0.57
1121, 0.32
1122, 0.32
1123, 0.19
1124, 0.58
1125, 0.23
1126, 0.20
1127, 0.24
1128, 0.32
1129, 0.36
1130, 0.46
1131, 0.36
1132, 0.29
1133, 0.36
1134, 0.57
1135, 0.58
1136, 0.54
1137, 0.23
1138, 0.30
1139, 0.48
1140, 0.33
1141, 0.35
1142, 0.24
1143, 0.30
1144, 0.71
1145, 0.28
1146, 0.16
1147, 0.04
1148, 0.20
1149, 0.47
1150, 0.19
1151, 0.22
1152, 0.34
1153, 0.28
1154, 0.27
1155, 0.27
1156, 0.24
1157, 0.13
1158, 0.42
1159, 0.32
1160, 0.45
1161, 0.05
1162, 0.11
1163, 0.37
1164, 0.22
1165, 0.83
1166, 0.21
1167, 0.16
1168, 0.25
1169, 0.29
1170, 0.25
1171, 0.37
1172, 0.29
1173, 0.65
1174, 0.55
1175, 0.37
1176, 0.74
1177, 0.66
1178, 0.36
1179, 0.21
1180, 0.24
1181, 0.29
1182, 0.18
1183, 0.36
1184, 0.43
1185, 0.66
1186, 0.29
1187, 0.20
1188, 0.49
1189, 0.28
1190, 0.19
1191, 0.32
1192, 0.25
1193, 0.39
1194, 0.27
1195, 0.17
1196, 0.31
1197, 0.13
1198, 0.52
1199, 0.31
1200, 0.38
1201, 0.23
1202, 0.72
1203, 0.67
1204, 0.12
1205, 0.33
1206, 0.47
1207, 0.57
1208, 0.15
1209, 0.84
1210, 0.52
1211, 0.19
1212, 0.32
1213, 0.22
1214, 0.40
1215, 0.37
1216, 0.14
1217, 0.15
1218, 0.27
1219, 0.28
1220, 0.20
1221, 0.20
1222, 0.44
1223, 0.29
1224, 0.05
1225, 0.24
1226, 0.34
1227, 0.26
1228, 0.25
1229, 0.45
1230, 0.10
1231, 0.48
1232, 0.23
1233, 0.50
1234, 0.21
1235, 0.14
1236, 0.19
1237, 0.33
1238, 0.15
1239, 0.81
1240, 0.44
1241, 0.32
1242, 0.80
1243, 0.23
1244, 0.16
1245, 0.41
1246, 0.39
1247, 0.80
1248, 0.51
1249, 0.20
1250, 0.41
1251, 0.25
1252, 0.36
1253, 0.19
1254, 0.40
1255, 0.21
1256, 0.60
1257, 0.13
1258, 0.27
1259, 0.34
1260, 0.22
1261, 0.31
1262, 0.28
1263, 0.20
1264, 0.07
1265, 0.05
1266, 0.47
1267, 0.46
1268, 0.26
1269, 0.17
1270, 0.37
1271, 0.35
1272, 0.33
1273, 0.28
1274, 0.16
1275, 0.17
1276, 0.27
1277, 0.18
1278, 0.68
1279, 0.34
1280, 0.45
1281, 0.14
1282, 0.19
1283, 0.40
1284, 0.31
1285, 0.21
1286, 0.28
1287, 0.28
1288, 0.23
1289, 0.18
1290, 0.24
1291, 0.39
1292, 0.21
1293, 0.74
1294, 0.58
1295, 0.31
1296, 0.32
1297, 0.16
1298, 0.18
1299, 0.25
1300, 0.24
1301, 0.37
1302, 0.32
1303, 0.31
1304, 0.15
1305, 0.36
1306, 0.12
1307, 0.59
1308, 0.14
1309, 0.21
1310, 0.44
1311, 0.42
1312, 0.55
1313, 0.28
1314, 0.20
1315, 0.26
1316, 0.18
1317, 0.25
1318, 0.25
1319, 0.28
1320, 0.29
1321, 0.37
1322, 0.52
1323, 0.15
1324, 0.90
1325, 0.53
1326, 0.14
1327, 0.46
1328, 0.41
1329, 0.15
1330, 0.27
1331, 0.28
1332, 0.21
1333, 0.17
1334, 0.20
1335, 0.19
1336, 0.21
1337, 0.35
1338, 0.22
1339, 0.18
1340, 0.42
1341, 0.73
1342, 0.87
1343, 0.73
1344, 0.42
1345, 0.25
1346, 0.11
1347, 0.51
1348, 0.24
1349, 0.23
1350, 0.14
1351, 0.23
1352, 0.08
1353, 0.29
1354, 0.32
1355, 0.23
1356, 0.23
1357, 0.25
1358, 0.28
1359, 0.19
1360, 0.54
1361, 0.43
1362, 0.45
1363, 0.36
1364, 0.28
1365, 0.61
1366, 0.77
1367, 0.60
1368, 0.16
1369, 0.55
1370, 0.23
1371, 0.38
1372, 0.42
1373, 0.31
1374, 0.25
1375, 0.33
1376, 0.40
1377, 0.07
1378, 0.29
1379, 0.88
1380, 0.17
1381, 0.92
1382, 0.29
1383, 0.45
1384, 0.24
1385, 0.36
1386, 0.44
1387, 0.49
1388, 0.32
1389, 0.37
1390, 0.64
1391, 0.72
1392, 0.35
1393, 0.62
1394, 0.20
1395, 0.09
1396, 0.77
1397, 0.41
1398, 0.19
1399, 0.55
1400, 0.35
1401, 0.31
1402, 0.32
1403, 0.26
1404, 0.85
1405, 0.12
1406, 0.33
1407, 0.50
1408, 0.34
1409, 0.42
1410, 0.50
1411, 0.41
1412, 0.19
1413, 0.16
1414, 0.12
1415, 0.24
1416, 0.26
1417, 0.28
1418, 0.33
1419, 0.31
1420, 0.21
1421, 0.22
1422, 0.43
1423, 0.40
1424, 0.66
1425, 0.30
1426, 0.28
1427, 0.21
1428, 0.12
1429, 0.32
1430, 0.33
1431, 0.19
1432, 0.26
1433, 0.28
1434, 0.33
1435, 0.58
1436, 0.37
1437, 0.38
1438, 0.23
1439, 0.10
1440, 0.39
1441, 0.24
1442, 0.28
1443, 0.16
1444, 0.29
1445, 0.52
1446, 0.32
1447, 0.25
1448, 0.39
1449, 0.18
1450, 0.17
1451, 0.35
1452, 0.14
1453, 0.25
1454, 0.21
1455, 0.13
1456, 0.08
1457, 0.73
1458, 0.60
1459, 0.38
1460, 0.17
1461, 0.21
1462, 0.33
1463, 0.29
1464, 0.84
1465, 0.63
1466, 0.11
1467, 0.22
1468, 0.67
1469, 0.47
1470, 0.21
1471, 0.33
1472, 0.59
1473, 0.25
1474, 0.19
1475, 0.71
1476, 0.21
1477, 0.35
1478, 0.21
1479, 0.40
1480, 0.43
1481, 0.47
1482, 0.39
1483, 0.22
1484, 0.59
1485, 0.14
1486, 0.20
1487, 0.23
1488, 0.40
1489, 0.19
1490, 0.05
1491, 0.60
1492, 0.46
1493, 0.27
1494, 0.46
1495, 0.64
1496, 0.80
1497, 0.15
1498, 0.18
1499, 0.55
1500, 0.53
1501, 0.33
1502, 0.33
1503, 0.92
1504, 0.31
1505, 0.23
1506, 0.14
1507, 0.46
1508, 0.22
1509, 0.31
1510, 0.27
1511, 0.10
1512, 0.14
1513, 0.27
1514, 0.43
1515, 0.15
1516, 0.27
1517, 0.27
1518, 0.32
1519, 0.23
1520, 0.20
1521, 0.53
1522, 0.19
1523, 0.21
1524, 0.36
1525, 0.42
1526, 0.39
1527, 0.30
1528, 0.29
1529, 0.61
1530, 0.60
1531, 0.32
1532, 0.33
1533, 0.23
1534, 0.29
1535, 0.35
1536, 0.06
1537, 0.68
1538, 0.60
1539, 0.54
1540, 0.43
1541, 0.36
1542, 0.15
1543, 0.25
1544, 0.26
1545, 0.53
1546, 0.20
1547, 0.30
1548, 0.32
1549, 0.72
1550, 0.32
1551, 0.41
1552, 0.21
1553, 0.25
1554, 0.47
1555, 0.85
1556, 0.17
1557, 0.56
1558, 0.82
1559, 0.27
1560, 0.29
1561, 0.22
1562, 0.58
1563, 0.36
1564, 0.23
1565, 0.70
1566, 0.14
1567, 0.35
1568, 0.60
1569, 0.17
1570, 0.14
1571, 0.07
1572, 0.28
1573, 0.45
1574, 0.43
1575, 0.19
1576, 0.41
1577, 0.24
1578, 0.23
1579, 0.31
1580, 0.26
1581, 0.25
1582, 0.21
1583, 0.85
1584, 0.24
1585, 0.86
1586, 0.27
1587, 0.33
1588, 0.85
1589, 0.43
1590, 0.51
1591, 0.19
1592, 0.24
1593, 0.37
1594, 0.55
1595, 0.43
1596, 0.17
1597, 0.72
1598, 0.43
1599, 0.26
1600, 0.75
1601, 0.88
1602, 0.30
1603, 0.27
1604, 0.25
1605, 0.18
1606, 0.46
1607, 0.20
1608, 0.11
1609, 0.15
1610, 0.34
1611, 0.28
1612, 0.32
1613, 0.30
1614, 0.15
1615, 0.20
1616, 0.26
1617, 0.47
1618, 0.14
1619, 0.77
1620, 0.37
1621, 0.94
1622, 0.25
1623, 0.37
1624, 0.63
1625, 0.20
1626, 0.28
1627, 0.18
1628, 0.16
1629, 0.21
1630, 0.36
1631, 0.55
1632, 0.78
1633, 0.40
1634, 0.19
1635, 0.59
1636, 0.18
1637, 0.32
1638, 0.24
1639, 0.20
1640, 0.37
1641, 0.19
1642, 0.49
1643, 0.26
1644, 0.65
1645, 0.33
1646, 0.88
1647, 0.63
1648, 0.39
1649, 0.37
1650, 0.27
1651, 0.46
1652, 0.31
1653, 0.25
1654, 0.63
1655, 0.22
1656, 0.25
1657, 0.18
1658, 0.53
1659, 0.14
1660, 0.29
1661, 0.39
1662, 0.32
1663, 0.14
1664, 0.35
1665, 0.17
1666, 0.31
1667, 0.11
1668, 0.46
1669, 0.36
1670, 0.60
1671, 0.40
1672, 0.44
1673, 0.27
1674, 0.39
1675, 0.41
1676, 0.65
1677, 0.39
1678, 0.23
1679, 0.23
1680, 0.58
1681, 0.43
1682, 0.45
1683, 0.43
1684, 0.26
1685, 0.36
1686, 0.77
1687, 0.19
1688, 0.23
1689, 0.14
1690, 0.19
1691, 0.28
1692, 0.80
1693, 0.62
1694, 0.63
1695, 0.30
1696, 0.25
1697, 0.46
1698, 0.55
1699, 0.26
1700, 0.50
1701, 0.24
1702, 0.36
1703, 0.32
1704, 0.50
1705, 0.84
1706, 0.55
1707, 0.20
1708, 0.19
1709, 0.24
1710, 0.47
1711, 0.32
1712, 0.30
1713, 0.40
1714, 0.48
1715, 0.45
1716, 0.53
1717, 0.40
1718, 0.19
1719, 0.40
1720, 0.23
1721, 0.39
1722, 0.22
1723, 0.26
1724, 0.55
1725, 0.24
1726, 0.92
1727, 0.23
1728, 0.65
1729, 0.22
1730, 0.24
1731, 0.07
1732, 0.24
1733, 0.38
1734, 0.10
1735, 0.30
1736, 0.17
1737, 0.36
1738, 0.31
1739, 0.15
1740, 0.19
1741, 0.36
1742, 0.35
1743, 0.57
1744, 0.38
1745, 0.10
1746, 0.55
1747, 0.37
1748, 0.22
1749, 0.42
1750, 0.11
1751, 0.40
1752, 0.13
1753, 0.34
1754, 0.26
1755, 0.22
1756, 0.47
1757, 0.42
1758, 0.21
1759, 0.27
1760, 0.39
1761, 0.43
1762, 0.21
1763, 0.32
1764, 0.27
1765, 0.38
1766, 0.25
1767, 0.58
1768, 0.22
1769, 0.36
1770, 0.28
1771, 0.32
1772, 0.14
1773, 0.40
1774, 0.65
1775, 0.38
1776, 0.55
1777, 0.25
1778, 0.29
1779, 0.42
1780, 0.19
1781, 0.57
1782, 0.58
1783, 0.07
1784, 0.47
1785, 0.18
1786, 0.19
1787, 0.17
1788, 0.39
1789, 0.06
1790, 0.23
1791, 0.38
1792, 0.69
1793, 0.30
1794, 0.27
1795, 0.29
1796, 0.26
1797, 0.74
1798, 0.39
1799, 0.26
1800, 0.11
1801, 0.60
1802, 0.34
1803, 0.09
1804, 0.21
1805, 0.35
1806, 0.22
1807, 0.42
1808, 0.22
1809, 0.32
1810, 0.46
1811, 0.32
1812, 0.36
1813, 0.47
1814, 0.88
1815, 0.37
1816, 0.22
1817, 0.51
1818, 0.40
1819, 0.22
1820, 0.28
1821, 0.40
1822, 0.36
1823, 0.38
1824, 0.12
1825, 0.52
1826, 0.12
1827, 0.32
1828, 0.63
1829, 0.71
1830, 0.21
1831, 0.20
1832, 0.27
1833, 0.47
1834, 0.28
1835, 0.32
1836, 0.47
1837, 0.07
1838, 0.77
1839, 0.66
1840, 0.29
1841, 0.39
1842, 0.28
1843, 0.22
1844, 0.85
1845, 0.62
1846, 0.28
1847, 0.32
1848, 0.22
1849, 0.45
1850, 0.17
1851, 0.25
1852, 0.55
1853, 0.11
1854, 0.23
1855, 0.32
1856, 0.36
1857, 0.26
1858, 0.23
1859, 0.52
1860, 0.25
1861, 0.27
1862, 0.09
1863, 0.36
1864, 0.25
1865, 0.16
1866, 0.34
1867, 0.22
1868, 0.46
1869, 0.84
1870, 0.20
1871, 0.25
1872, 0.32
